,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
8899,Kohl's,1189833,2021-01-12,Midwest,Montana,Billings,Women's Athletic Footwear,45.0,325,14625,5850,Outlet
8900,Kohl's,1189833,2021-01-24,Midwest,Montana,Billings,Women's Athletic Footwear,40.0,325,13000,5200,Outlet
8901,Foot Locker,1185732,2021-06-25,Midwest,Nebraska,Omaha,Women's Apparel,50.0,325,16250,8125,Outlet
8902,Foot Locker,1185732,2021-07-14,Midwest,Nebraska,Omaha,Men's Street Footwear,40.0,325,13000,5200,Outlet
8903,Sports Direct,1197831,2021-08-05,South,Alabama,Birmingham,Men's Apparel,40.0,325,13000,4550,Outlet
8904,Sports Direct,1197831,2021-09-27,South,Alabama,Birmingham,Women's Athletic Footwear,35.0,325,11375,6825,Outlet
8905,Amazon,1185732,2021-11-16,Northeast,Maine,Portland,Women's Apparel,60.0,325,19500,7800,Outlet
8906,Amazon,1185732,2021-12-26,Northeast,Maine,Portland,Women's Apparel,60.0,325,19500,7800,Outlet
8907,Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Women's Street Footwear,55.0,325,17875,4469,Outlet
8908,Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Men's Apparel,65.0,325,21125,5281,Outlet
8909,Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Men's Athletic Footwear,60.0,325,19500,6825,Outlet
8910,Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Apparel,55.0,325,17875,7150,Outlet
8911,Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Apparel,70.0,325,22750,9100,Outlet
8912,Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Women's Athletic Footwear,65.0,325,21125,5281,Outlet
8913,Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Athletic Footwear,60.0,325,19500,5850,Outlet
8914,Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Women's Athletic Footwear,60.0,325,19500,5850,Outlet
8915,Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Apparel,40.0,325,13000,3900,In-store
8916,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,50.0,325,16250,5688,In-store
8917,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Street Footwear,60.0,325,19500,6825,In-store
8918,Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,45.0,325,14625,5119,In-store
8919,Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,30.0,325,9750,3413,In-store
8920,Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Men's Apparel,40.0,325,13000,4550,In-store
8921,Foot Locker,1185732,2021-02-18,Midwest,Michigan,Detroit,Men's Athletic Footwear,30.0,325,9750,3413,In-store
8922,Foot Locker,1185732,2021-02-18,Midwest,Missouri,St. Louis,Men's Apparel,40.0,325,13000,4550,In-store
8923,Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35.0,325,11375,3981,In-store
8924,West Gear,1128299,2021-02-24,West,Oregon,Portland,Women's Apparel,40.0,325,13000,3900,In-store
8925,West Gear,1128299,2021-03-23,West,Oregon,Portland,Men's Athletic Footwear,50.0,325,16250,5688,In-store
8926,West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Street Footwear,60.0,325,19500,6825,In-store
8927,West Gear,1128299,2021-10-24,West,Oregon,Portland,Women's Athletic Footwear,45.0,325,14625,5119,In-store
8928,West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Men's Athletic Footwear,55.0,325,17875,7150,In-store
8929,West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Athletic Footwear,45.0,325,14625,5850,In-store
8930,Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Men's Apparel,40.0,325,13000,3250,Online
8931,Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Apparel,50.0,325,16250,4063,Online
8932,Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Women's Apparel,70.0,325,22750,5688,Online
8933,Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Women's Street Footwear,45.0,325,14625,5119,Online
8934,Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Women's Apparel,60.0,325,19500,4875,Online
8935,Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Athletic Footwear,45.0,325,14625,5119,Online
8936,Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Men's Apparel,60.0,325,19500,5850,Online
8937,Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55.0,325,17875,7150,Online
8938,Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50.0,325,16250,6500,Online
8939,Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,45.0,325,14625,5850,Online
8940,Amazon,1185732,2021-09-23,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,325,14625,5119,Online
8941,Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Men's Athletic Footwear,55.0,325,17875,6256,Online
8942,Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Women's Apparel,65.0,325,21125,8450,Online
8943,Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Men's Apparel,35.0,325,11375,3981,Online
8944,Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Men's Apparel,40.0,325,13000,4550,Online
8945,Walmart,1197831,2021-02-21,South,Arkansas,Little Rock,Men's Apparel,35.0,325,11375,3981,Online
8946,Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Men's Apparel,45.0,325,14625,5119,Online
8947,West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Apparel,30.0,325,9750,3900,Online
8948,West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Street Footwear,40.0,325,13000,5200,Online
8949,West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,45.0,325,14625,5850,Online
8950,West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40.0,325,13000,5200,Online
8951,Kohl's,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Apparel,30.0,325,9750,3900,Online
8952,Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,60.0,325,19500,7800,Online
8953,Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Men's Apparel,70.0,325,22750,7963,Online
8954,Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Women's Apparel,45.0,325,14625,5119,Online
8955,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Men's Athletic Footwear,35.0,325,11375,3981,Online
8956,Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Men's Apparel,60.0,325,19500,6825,Online
8957,Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Women's Apparel,30.0,325,9750,3413,Online
8958,Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.0,325,17875,7150,Online
8959,Sports Direct,1185732,2021-06-09,Midwest,North Dakota,Fargo,Women's Apparel,55.0,325,17875,7150,In-store
8960,Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Apparel,55.0,325,17875,7150,In-store
8961,West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Men's Athletic Footwear,50.0,325,16250,5688,In-store
8962,West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Women's Apparel,65.0,325,21125,8450,In-store
8963,West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,55.0,325,17875,7150,In-store
8964,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women's Apparel,55.0,325,17875,7150,In-store
8965,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,35.0,325,11375,4550,In-store
8966,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women's Apparel,60.0,325,19500,7800,In-store
8967,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,35.0,325,11375,4550,In-store
8968,West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Women's Apparel,30.0,325,9750,3900,In-store
8969,West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Women's Apparel,50.0,325,16250,6500,In-store
8970,West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Women's Street Footwear,50.0,325,16250,6500,In-store
8971,Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,40.0,325,13000,5200,In-store
8972,Foot Locker,1185732,2021-01-17,Northeast,Maryland,Baltimore,Men's Athletic Footwear,40.0,325,13000,4550,In-store
8973,Foot Locker,1185732,2021-01-17,Northeast,Maryland,Baltimore,Women's Street Footwear,30.0,325,9750,3900,In-store
8974,Foot Locker,1185732,2021-01-17,Northeast,Maryland,Baltimore,Women's Apparel,40.0,325,13000,5200,In-store
8975,Foot Locker,1185732,2021-02-15,Northeast,Delaware,Wilmington,Women's Apparel,40.0,325,13000,5200,In-store
8976,Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Women's Street Footwear,45.0,325,14625,5850,In-store
8977,Foot Locker,1185732,2021-07-13,Northeast,Delaware,Wilmington,Men's Apparel,55.0,325,17875,5363,In-store
8978,Foot Locker,1185732,2021-09-13,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50.0,325,16250,5688,In-store
8979,Kohl's,1185732,2021-11-14,Northeast,Delaware,Wilmington,Men's Athletic Footwear,55.0,325,17875,6256,In-store
8980,Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Women's Athletic Footwear,55.0,325,17875,7150,In-store
8981,Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Men's Apparel,65.0,325,21125,6338,In-store
8982,Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Women's Apparel,65.0,325,21125,8450,In-store
8983,Sports Direct,1185732,2021-12-06,Northeast,New Jersey,Newark,Women's Street Footwear,50.0,325,16250,6500,In-store
8984,Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Women's Street Footwear,45.0,325,14625,4388,In-store
8985,Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Women's Street Footwear,45.0,325,14625,4388,In-store
8986,Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,325,14625,5119,In-store
8987,Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.0,325,14625,5119,In-store
8988,Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Women's Apparel,65.0,325,21125,8450,In-store
8989,Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Women's Apparel,60.0,325,19500,5850,In-store
8990,Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Men's Athletic Footwear,50.0,325,16250,4875,In-store
8991,Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Women's Apparel,60.0,325,19500,5850,In-store
8992,Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Men's Athletic Footwear,45.0,325,14625,6581,In-store
8993,Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Women's Street Footwear,35.0,325,11375,3981,In-store
8994,Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Women's Apparel,45.0,325,14625,5850,In-store
8995,Amazon,1185732,2021-02-12,Northeast,Vermont,Burlington,Women's Apparel,45.0,325,14625,5850,In-store
8996,Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Women's Street Footwear,50.0,325,16250,5688,In-store
8997,Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Men's Apparel,60.0,325,19500,6825,In-store
8998,Amazon,1185732,2021-09-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,55.0,325,17875,8044,In-store
8999,West Gear,1185732,2021-11-11,Northeast,Vermont,Burlington,Men's Athletic Footwear,60.0,325,19500,8775,In-store
9000,Amazon,1185732,2021-12-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,60.0,325,19500,6825,In-store
9001,Amazon,1185732,2021-12-10,Northeast,Vermont,Burlington,Men's Apparel,70.0,325,22750,7963,In-store
9002,Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Men's Athletic Footwear,50.0,325,16250,6500,In-store
9003,Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Women's Street Footwear,40.0,325,13000,3900,In-store
9004,Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Women's Apparel,50.0,325,16250,5688,In-store
9005,Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Women's Apparel,50.0,325,16250,5688,In-store
9006,Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,55.0,325,17875,5363,In-store
9007,Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55.0,325,17875,5363,In-store
9008,Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Men's Apparel,65.0,325,21125,6338,In-store
9009,Amazon,1185732,2021-07-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55.0,325,17875,5363,Outlet
9010,Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Women's Apparel,70.0,325,22750,7963,Outlet
9011,Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65.0,325,21125,8450,Outlet
9012,Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65.0,325,21125,6338,Outlet
9013,Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Women's Street Footwear,65.0,320,20800,5200,Outlet
9014,Kohl's,1185732,2021-11-14,Northeast,Delaware,Wilmington,Women's Street Footwear,55.0,320,17600,7040,In-store
9015,West Gear,1185732,2021-11-11,Northeast,Vermont,Burlington,Women's Street Footwear,60.0,320,19200,6720,In-store
9016,Foot Locker,1185732,2021-07-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.0,300,13500,4725,Outlet
9017,Foot Locker,1185732,2021-08-06,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.0,300,15000,5250,Outlet
9018,Foot Locker,1185732,2021-08-10,Midwest,Illinois,Chicago,Women's Apparel,65.0,300,19500,9750,Outlet
9019,Sports Direct,1197831,2021-08-21,South,Texas,Dallas,Men's Apparel,40.0,300,12000,3000,Outlet
9020,Sports Direct,1197831,2021-08-27,South,Texas,Dallas,Men's Apparel,40.0,300,12000,3600,Outlet
9021,Foot Locker,1185732,2021-11-26,Northeast,Pennsylvania,Philadelphia,Women's Apparel,70.0,300,21000,6300,Outlet
9022,Foot Locker,1185732,2021-11-28,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60.0,300,18000,6300,Outlet
9023,Foot Locker,1185732,2021-12-04,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60.0,300,18000,6300,Outlet
9024,West Gear,1128299,2020-01-05,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45.0,300,13500,4725,Outlet
9025,West Gear,1128299,2020-01-17,West,Nevada,Las Vegas,Women's Athletic Footwear,55.0,300,16500,5775,Outlet
9026,West Gear,1128299,2020-01-23,West,Nevada,Las Vegas,Women's Athletic Footwear,60.0,300,18000,6300,Outlet
9027,West Gear,1128299,2020-01-29,West,Nevada,Las Vegas,Women's Athletic Footwear,60.0,300,18000,7200,Outlet
9028,West Gear,1128299,2020-02-05,West,Nevada,Las Vegas,Men's Apparel,65.0,300,19500,11700,Outlet
9029,West Gear,1128299,2020-03-30,West,Colorado,Denver,Women's Athletic Footwear,55.0,300,16500,4950,In-store
9030,West Gear,1128299,2020-05-12,West,Colorado,Denver,Men's Apparel,65.0,300,19500,10725,In-store
9031,West Gear,1128299,2020-05-29,West,Colorado,Denver,Women's Athletic Footwear,50.0,300,15000,4500,In-store
9032,West Gear,1128299,2020-06-04,West,Washington,Seattle,Women's Athletic Footwear,50.0,300,15000,4500,In-store
9033,West Gear,1128299,2020-06-16,West,Washington,Seattle,Women's Athletic Footwear,60.0,300,18000,5400,In-store
9034,West Gear,1128299,2020-06-22,West,Washington,Seattle,Women's Athletic Footwear,60.0,300,18000,5400,In-store
9035,Foot Locker,1185732,2020-11-23,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45.0,300,13500,4050,Outlet
9036,Foot Locker,1185732,2020-11-29,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45.0,300,13500,4050,Outlet
9037,Kohl's,1189833,2021-01-06,Midwest,Montana,Billings,Women's Athletic Footwear,45.0,300,13500,5400,Outlet
9038,Kohl's,1189833,2021-01-18,Midwest,Montana,Billings,Women's Athletic Footwear,40.0,300,12000,4800,Outlet
9039,Kohl's,1189833,2021-01-31,Midwest,Montana,Billings,Men's Apparel,45.0,300,13500,8100,Outlet
9040,Foot Locker,1185732,2021-06-27,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40.0,300,12000,4200,Outlet
9041,Foot Locker,1185732,2021-07-20,Midwest,Nebraska,Omaha,Men's Street Footwear,40.0,300,12000,4800,Outlet
9042,Amazon,1185732,2021-11-18,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,300,15000,5250,Outlet
9043,Amazon,1185732,2021-12-22,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,300,15000,5250,Outlet
9044,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Apparel,70.0,300,21000,8400,Outlet
9045,Amazon,1185732,2021-01-24,West,Alaska,Anchorage,Women's Apparel,55.0,300,16500,4950,Outlet
9046,Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Apparel,50.0,300,15000,4500,Outlet
9047,Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Street Footwear,55.0,300,16500,4125,Outlet
9048,Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,300,16500,4125,Outlet
9049,Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Men's Apparel,65.0,300,19500,4875,Outlet
9050,Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Women's Athletic Footwear,55.0,300,16500,4125,Outlet
9051,Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Women's Apparel,70.0,300,21000,6300,Outlet
9052,Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Men's Athletic Footwear,65.0,300,19500,6825,Outlet
9053,Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Women's Athletic Footwear,65.0,300,19500,4875,Outlet
9054,Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Men's Athletic Footwear,65.0,300,19500,3900,Outlet
9055,Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Street Footwear,60.0,300,18000,4500,Outlet
9056,Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Apparel,70.0,300,21000,8400,Outlet
9057,Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Athletic Footwear,55.0,300,16500,4950,Outlet
9058,Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Apparel,85.0,300,25500,11475,In-store
9059,Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Street Footwear,60.0,300,18000,5400,In-store
9060,Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Apparel,55.0,300,16500,7425,In-store
9061,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Apparel,50.0,300,15000,4500,In-store
9062,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Apparel,65.0,300,19500,5850,In-store
9063,Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Apparel,55.0,300,16500,6600,In-store
9064,Foot Locker,1185732,2021-03-17,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35.0,300,10500,3675,In-store
9065,Foot Locker,1185732,2021-08-18,Midwest,Missouri,St. Louis,Men's Apparel,35.0,300,10500,3675,In-store
9066,Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Men's Apparel,45.0,300,13500,4725,In-store
9067,West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Apparel,40.0,300,12000,4200,In-store
9068,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Apparel,40.0,300,12000,4200,In-store
9069,West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Apparel,50.0,300,15000,4500,In-store
9070,West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Apparel,65.0,300,19500,5850,In-store
9071,West Gear,1128299,2021-10-24,West,Oregon,Portland,Men's Apparel,55.0,300,16500,6600,In-store
9072,West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Women's Athletic Footwear,55.0,300,16500,6600,In-store
9073,West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Women's Apparel,70.0,300,21000,7350,Online
9074,West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Women's Street Footwear,45.0,300,13500,5400,Online
9075,West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Women's Apparel,40.0,300,12000,4200,Online
9076,Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Men's Athletic Footwear,55.0,300,16500,6600,Online
9077,Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Women's Athletic Footwear,50.0,300,15000,5250,Online
9078,Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Women's Athletic Footwear,45.0,300,13500,4725,Online
9079,Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Apparel,55.0,300,16500,4950,Online
9080,Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,300,16500,5775,Online
9081,Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Apparel,60.0,300,18000,5400,Online
9082,Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,40.0,300,12000,4800,Online
9083,Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Apparel,55.0,300,16500,5775,Online
9084,Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Men's Athletic Footwear,40.0,300,12000,4200,Online
9085,Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Women's Apparel,40.0,300,12000,4800,Online
9086,Amazon,1185732,2021-02-22,Southeast,Kentucky,Louisville,Women's Apparel,40.0,300,12000,4800,Online
9087,Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Women's Athletic Footwear,35.0,300,10500,4200,Online
9088,West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,40.0,300,12000,4200,Online
9089,West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40.0,300,12000,4800,Online
9090,West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Men's Apparel,55.0,300,16500,5775,Online
9091,West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Men's Apparel,50.0,300,15000,5250,Online
9092,Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,55.0,300,16500,6600,Online
9093,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Street Footwear,40.0,300,12000,4200,Online
9094,Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,45.0,300,13500,4725,Online
9095,Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Women's Athletic Footwear,40.0,300,12000,4200,Online
9096,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,60.0,300,18000,6300,Online
9097,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Men's Apparel,70.0,300,21000,7350,Online
9098,Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,300,13500,4050,Online
9099,Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,300,13500,4050,Online
9100,Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,50.0,300,15000,4500,Online
9101,Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,65.0,300,19500,7800,Online
9102,Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45.0,300,13500,4050,In-store
9103,Sports Direct,1185732,2021-08-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45.0,300,13500,4050,In-store
9104,Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Men's Athletic Footwear,50.0,300,15000,4500,In-store
9105,Foot Locker,1185732,2021-12-08,Midwest,North Dakota,Fargo,Women's Apparel,65.0,300,19500,7800,In-store
9106,Foot Locker,1185732,2021-07-05,Midwest,Iowa,Des Moines,Men's Athletic Footwear,45.0,300,13500,4725,In-store
9107,Foot Locker,1185732,2021-08-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,45.0,300,13500,4725,In-store
9108,West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Women's Apparel,50.0,300,15000,6000,In-store
9109,West Gear,1185732,2021-07-02,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,45.0,300,13500,4725,In-store
9110,West Gear,1185732,2021-08-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,45.0,300,13500,4725,In-store
9111,West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35.0,300,10500,3675,In-store
9112,West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,65.0,300,19500,7800,In-store
9113,West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,50.0,300,15000,4500,In-store
9114,West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35.0,300,10500,4200,In-store
9115,West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Apparel,35.0,300,10500,4200,In-store
9116,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,50.0,300,15000,6000,In-store
9117,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,45.0,300,13500,5400,In-store
9118,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,50.0,300,15000,5250,In-store
9119,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Men's Apparel,60.0,300,18000,5400,In-store
9120,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,35.0,300,10500,4200,In-store
9121,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Apparel,35.0,300,10500,4200,In-store
9122,West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Men's Athletic Footwear,40.0,300,12000,4800,In-store
9123,West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Women's Street Footwear,35.0,300,10500,4200,In-store
9124,West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Men's Apparel,60.0,300,18000,7200,In-store
9125,West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,45.0,300,13500,5400,In-store
